iter	Logloss
301	0.6559128498
302	0.6558578926
303	0.6557967508
304	0.6557454579
305	0.6557098367
306	0.6556300077
307	0.6555529046
308	0.6554595432
309	0.6554204417
310	0.655353179
311	0.6552705588
312	0.6552343952
313	0.6551976724
314	0.6551026864
315	0.6550364647
316	0.6549784403
317	0.6549389304
318	0.6548760904
319	0.6548539998
320	0.6547990961
321	0.6547333309
322	0.6546513139
323	0.6546003275
324	0.6545196611
325	0.6544079964
326	0.6543328616
327	0.6541974289
328	0.6541710441
329	0.6541191685
330	0.6540289998
331	0.6539318151
332	0.6538940071
333	0.6538428085
334	0.653761841
335	0.6537357219
336	0.6536759484
337	0.6536058132
338	0.6535010563
339	0.6534363203
340	0.653398215
341	0.6533484971
342	0.6532702522
343	0.6532316086
344	0.6531679192
345	0.6530855358
346	0.6530484284
347	0.6530231508
348	0.6529459177
349	0.652913564
350	0.6528580923
351	0.6527937591
352	0.652711308
353	0.6526267271
354	0.652546817
355	0.6524241838
356	0.6523879392
357	0.6523518352
358	0.652302522
359	0.6522612027
360	0.6522393009
361	0.6521538318
362	0.6521062528
363	0.6520203778
364	0.651962464
365	0.6519031355
366	0.6518441263
367	0.651821115
368	0.6517797153
369	0.6517098519
370	0.6516458954
371	0.651572471
372	0.6515250481
373	0.6514531839
374	0.6513971195
375	0.651341426
376	0.6512764733
377	0.6512537615
378	0.6511484949
379	0.6511002396
380	0.6510499561
381	0.6510275381
382	0.6509762539
383	0.6509208103
384	0.6508048199
385	0.6507058387
386	0.6506594441
387	0.6506338419
388	0.650551451
389	0.6505336814
390	0.6504940096
391	0.6504605754
392	0.6503765079
393	0.6503220386
394	0.6502757237
395	0.6501888473
396	0.6501154799
397	0.6500464816
398	0.6499820458
399	0.6499451291
400	0.6498927793
401	0.6498287481
402	0.6497710102
403	0.6497329829
404	0.6496586545
405	0.6496414
406	0.6495774281
407	0.6495050003
408	0.6494907952
409	0.6494156157
410	0.6493805655
411	0.6493230988
412	0.6492552025
413	0.6492066113
414	0.6491612746
415	0.6491022083
416	0.6490927023
417	0.6490603757
418	0.6490118043
419	0.6489423992
420	0.6489245212
421	0.6488631911
422	0.6487813155
423	0.6486564441
424	0.6486148001
425	0.6485574321
426	0.6485032922
427	0.6483860343
428	0.648362188
429	0.6482962707
430	0.648219251
431	0.6481986104
432	0.6481501993
433	0.6480585502
434	0.6480094482
435	0.6479298363
436	0.6478932973
437	0.6478446066
438	0.6478138447
439	0.6477744379
440	0.6477492412
441	0.6477260433
442	0.6476865925
443	0.6476643394
444	0.6476449764
445	0.6475822748
446	0.6475346897
447	0.6474953979
448	0.6474221439
449	0.6473984873
450	0.6472924991
451	0.6472368249
452	0.6472019056
453	0.6471720351
454	0.6470959674
455	0.6470293417
456	0.6470047412
457	0.6469545818
458	0.646921825
459	0.6468818828
460	0.6468588999
461	0.646829301
462	0.6467821754
463	0.6467393421
464	0.6467102833
465	0.6466307124
466	0.6465606333
467	0.646491903
468	0.6464218763
469	0.6463915757
470	0.6463318679
471	0.6462824192
472	0.6462292984
473	0.6462100702
474	0.6461730441
475	0.6461570297
476	0.6460897883
477	0.6460320573
478	0.6459796923
479	0.6459520923
480	0.6459022748
481	0.6458523677
482	0.6457775373
483	0.6456846131
484	0.6456575257
485	0.6456080227
486	0.6455423499
487	0.6455102697
488	0.6454517017
489	0.6454045792
490	0.6453902116
491	0.6453767899
492	0.6453545098
493	0.6453357969
494	0.6453184298
495	0.6452564521
496	0.6452444499
497	0.6452109372
498	0.6451917912
499	0.6451568957
500	0.645084332
501	0.6450565188
502	0.6450177922
503	0.6449613241
504	0.6449280863
505	0.644920845
506	0.6448680227
507	0.6448487951
508	0.6448092867
509	0.6447365363
510	0.6446942144
511	0.6446187332
512	0.6445666631
513	0.6445481901
514	0.6444839175
515	0.6444236681
516	0.644358532
517	0.644272819
518	0.6442586948
519	0.6442368751
520	0.6442322305
521	0.6441999316
522	0.6441183895
523	0.6440689212
524	0.6440140969
525	0.6439651364
526	0.6439048799
527	0.6438744169
528	0.6438605637
529	0.6438429824
530	0.643781243
531	0.6437487022
532	0.6437033022
533	0.6436671712
534	0.6436488073
535	0.6435873692
536	0.643539691
537	0.64349551
538	0.6434604777
539	0.6433920184
540	0.643366794
541	0.6433482415
542	0.6433248543
543	0.6432595306
544	0.6432062758
545	0.6431792428
546	0.6431315769
547	0.6430741396
548	0.6430442448
549	0.642999682
550	0.6429461292
551	0.6428872246
552	0.6428460138
553	0.6428025857
554	0.6427320183
555	0.642664827
556	0.6426358791
557	0.6425915959
558	0.6425281319
559	0.6424552678
560	0.6423952612
561	0.6423555358
562	0.6423214815
563	0.6422707057
564	0.6422377046
565	0.6421821205
566	0.6421274031
567	0.6420669891
568	0.6420347982
569	0.6419576575
570	0.6418958952
571	0.6418411277
572	0.6418210662
573	0.6418170154
574	0.64180003
575	0.6417826906
576	0.6417321922
577	0.6417217899
578	0.6416815605
579	0.6416557697
580	0.6416367037
581	0.6416088648
582	0.6415491417
583	0.6414980484
584	0.6414626193
585	0.6414082766
586	0.6413700633
587	0.6413247203
588	0.6412859662
589	0.6411857967
590	0.6411418549
591	0.6411072522
592	0.6410988051
593	0.6410813757
594	0.6410469701
595	0.641024258
596	0.6409385813
597	0.6408782543
598	0.6408303198
599	0.6407861159
600	0.6407507649
601	0.6406906611
602	0.6406826401
603	0.6406294126
604	0.6405948168
605	0.6405341869
606	0.6404983778
607	0.6404449948
608	0.6404017022
609	0.640358575
610	0.6403098975
611	0.6402201053
612	0.6401399397
613	0.6400718053
614	0.6400385072
615	0.6400054798
616	0.6399572451
617	0.6399242425
618	0.6398929406
619	0.6398447116
620	0.6398078212
621	0.6397792777
622	0.6397294245
623	0.6397037148
624	0.6396113602
625	0.6395895117
626	0.6395666725
627	0.6395157121
628	0.6394999408
629	0.6394560288
630	0.6394073069
631	0.6393318846
632	0.6392643992
633	0.6392432003
634	0.6392085309
635	0.6391970516
636	0.6391747441
637	0.6391427423
638	0.6390907162
639	0.6390534214
640	0.6390485333
641	0.639010784
642	0.6389537626
643	0.638917601
644	0.6389083381
645	0.6388963744
646	0.6388469739
647	0.6388283937
648	0.6387655801
649	0.6387155719
650	0.6386788969
651	0.6386471937
652	0.638615597
653	0.6385813386
654	0.6385553332
655	0.638506758
656	0.6384787059
657	0.6384383309
658	0.6383851249
659	0.6383124533
660	0.6382804824
661	0.638261965
662	0.6382149987
663	0.6381577242
664	0.6381119239
665	0.6381043893
666	0.6380531608
667	0.6379783277
668	0.6379565292
669	0.6379438904
670	0.6379277689
671	0.6378344947
672	0.6378264523
673	0.6378050911
674	0.6377662286
675	0.6376969269
676	0.6376452632
677	0.6376213159
678	0.6375780845
679	0.6375000332
680	0.6374711905
681	0.6374288177
682	0.6373611122
683	0.6373284423
684	0.6373042427
685	0.6372764534
686	0.6372190399
687	0.6371783153
688	0.6370711799
689	0.6370456332
690	0.637034831
691	0.6369762027
692	0.6369247643
693	0.6368458833
694	0.6367969215
695	0.6367460277
696	0.6367147485
697	0.6366500066
698	0.6366195159
699	0.636570429
700	0.6365261393
701	0.6365038079
702	0.6364358397
703	0.6364016753
704	0.6363539826
705	0.636306868
706	0.6362653371
707	0.6362554529
708	0.636195756
709	0.6361636455
710	0.6360963211
711	0.6360174623
712	0.6359922657
713	0.635963521
714	0.6359284658
715	0.6358959802
716	0.6358308649
717	0.6357919763
718	0.635725568
719	0.6356867065
720	0.6356651556
721	0.6355903901
722	0.635542396
723	0.6354585345
724	0.6354284229
725	0.6353882421
726	0.6353562931
727	0.635330527
728	0.6353087839
729	0.6352763753
730	0.635260631
731	0.6352286151
732	0.6351709331
733	0.6351678275
734	0.6351330723
735	0.6350798931
736	0.6350489972
737	0.6350204532
738	0.6349434494
739	0.634899754
740	0.6348669223
741	0.6348225811
742	0.6347848862
743	0.6347701138
744	0.6347130054
745	0.6346775466
746	0.6346417629
747	0.6346027122
748	0.6345701974
749	0.6345591528
750	0.6345435433
751	0.6345020892
752	0.6344775954
753	0.6344349262
754	0.6343977941
755	0.6343512603
756	0.634295661
757	0.6342601976
758	0.6342312463
759	0.6342052055
760	0.6341823394
761	0.6341441806
762	0.6340851167
763	0.6340639708
764	0.6340346979
765	0.6340152841
766	0.6339828767
767	0.6339522523
768	0.6338967781
769	0.6338714465
770	0.6338300818
771	0.6337841268
772	0.6337340596
773	0.6336976026
774	0.6336618495
775	0.6335989642
776	0.6335605624
777	0.6335352581
778	0.6335165165
779	0.6334695271
780	0.6334283484
781	0.633376339
782	0.6333408263
783	0.6333240845
784	0.6333011293
785	0.633261088
786	0.6332439106
787	0.6332145813
788	0.6331577625
789	0.6331408569
790	0.6331266247
791	0.6330913245
792	0.6330489784
793	0.6330138699
794	0.6329481925
795	0.632900405
796	0.6328820669
797	0.6328706165
798	0.6328231863
799	0.6327941532
800	0.6327343885
801	0.6327054691
802	0.6326628191
803	0.6325963883
804	0.6325690125
805	0.6325228961
806	0.6324826873
807	0.6324448747
808	0.6324116855
809	0.6323757926
810	0.6323430831
811	0.6322885882
812	0.6322395489
813	0.6321876146
814	0.6321630123
815	0.6321089722
816	0.6320996015
817	0.6320909056
818	0.6320418082
819	0.6320088891
820	0.6319933591
821	0.6319476808
822	0.6319388492
823	0.6318896982
824	0.6318403581
825	0.6317963404
826	0.631795017
827	0.6317644501
828	0.6317181771
829	0.6316797216
830	0.6316617359
831	0.6316505014
832	0.6316002467
833	0.6315582387
834	0.6315170506
835	0.6314676749
836	0.631440885
837	0.6314225199
838	0.6313762048
839	0.6313061053
840	0.6312791265
841	0.6312170099
842	0.6312061
843	0.6311577287
844	0.6310876987
845	0.6310677636
846	0.6310467303
847	0.6310229111
848	0.6309855051
849	0.6309358412
850	0.6308753773
851	0.6308315573
852	0.6308208913
853	0.6307815732
854	0.6307645597
855	0.6307129005
856	0.6306931057
857	0.6306438137
858	0.6305938149
859	0.6305595935
860	0.6305341539
861	0.6305038275
862	0.6304757695
863	0.6304512211
864	0.6304438477
865	0.6304110895
866	0.6303561594
867	0.6303375253
868	0.6302929467
869	0.6302813491
870	0.6302724371
871	0.6302575028
872	0.6302299801
873	0.6301687542
874	0.630118315
875	0.6300821505
876	0.6300191473
877	0.6299875507
878	0.629939591
879	0.6298827497
880	0.6298564823
881	0.6298310698
882	0.629805847
883	0.6297879961
884	0.629750539
885	0.6297416262
886	0.6296608795
887	0.629619695
888	0.629596497
889	0.6295673058
890	0.6295282024
891	0.6294913929
892	0.6294569275
893	0.6294368902
894	0.629414988
895	0.6293676821
896	0.6293405913
897	0.6293037282
898	0.6292548927
899	0.6292222267
900	0.6291839361
901	0.6291050217
902	0.6290900606
903	0.6290487309
904	0.6290253146
905	0.6290022517
906	0.6289357698
907	0.6288970766
908	0.6288804952
909	0.6288251934
910	0.6288140397
911	0.6287957825
912	0.6287447736
913	0.62868522
914	0.6286616152
915	0.6286545124
916	0.6286304509
917	0.6286161649
918	0.6285853264
919	0.6285547305
920	0.6285236046
921	0.6284939257
922	0.6284839946
923	0.6284496153
924	0.6284252825
925	0.6283770863
926	0.6283442036
927	0.6283104998
928	0.6282568821
929	0.6282350593
930	0.6281949825
931	0.6281821549
932	0.6281480755
933	0.6281225274
934	0.6280932799
935	0.6280725935
936	0.6280273588
937	0.6279846354
938	0.62796626
939	0.62791592
940	0.6278931822
941	0.6278573718
942	0.627840412
943	0.6278118035
944	0.6277889068
945	0.6277483662
946	0.6277179577
947	0.6276785357
948	0.6276600122
949	0.6276351978
950	0.627615135
951	0.6275702955
952	0.6275160932
953	0.6274894709
954	0.62747243
955	0.6274232519
956	0.6273991355
957	0.6273570309
958	0.6273270245
959	0.627268745
960	0.6272622096
961	0.6272033236
962	0.6271611117
963	0.6271119425
964	0.6270757322
965	0.6270413652
966	0.6269977211
967	0.6269655563
968	0.6268965876
969	0.6268936156
970	0.6268690336
971	0.6268478365
972	0.6267959744
973	0.6267802079
974	0.6267497456
975	0.6267056746
976	0.6266438006
977	0.6266077747
978	0.6265962453
979	0.6265526309
980	0.6264928465
981	0.6264406476
982	0.6264181814
983	0.6263921493
984	0.6263633611
985	0.6263319828
986	0.6263037845
987	0.6262971952
988	0.6262717539
989	0.6262353792
990	0.6261844694
991	0.6261772322
992	0.6261707503
993	0.6261488269
994	0.626094035
995	0.6260649948
996	0.6260407334
997	0.6260123495
998	0.6259968753
999	0.6259400287
